numeric_name,auc,accuracy,precision,recall,f1-score,specificity,opt_accuracy,opt_precision,opt_recall,opt_f1-score,opt_specificity
11111,0.5787625327357231,0.8017660983589117,0.1891891891891892,0.13002680965147453,0.7858343529355541,0.9101158301158301,0.49865680772402055,0.1662829994612333,0.6501340482573726,0.5703546048989574,0.4742239382239382
11111,0.5638679362187596,0.7979892012660584,0.18130539887187752,0.12926081960934507,0.7833481760346293,0.9058532818532818,0.583131632843046,0.16841170125007932,0.5082343929528916,0.6472987872711596,0.5952123552123552
11111,0.5577447715264644,0.8041865042423597,0.18173706127305175,0.11700497893527384,0.7857057768714828,0.915027027027027,0.4799851051945634,0.15738128257854717,0.6302183071620069,0.5529344774696658,0.45575289575289574
11111,0.575051189724495,0.8008351730191239,0.18227706113292205,0.124473381846036,0.7845533214948868,0.909930501930502,0.5172487166529245,0.16639141205615193,0.6173879739563386,0.5886155769562326,0.5010965250965251
11111,0.5690139401315195,0.797164667393675,0.17722878625134264,0.12638835695135964,0.7824756230767754,0.9053590733590734,0.5655504428544831,0.16762383345297918,0.5365760245116813,0.63247862045493,0.5702239382239382
11111,0.5723748737521238,0.8023246535627843,0.19288493607559756,0.13289927230945997,0.7865442729405873,0.9103011583011583,0.47926696278958425,0.16173421300659754,0.6572194561470701,0.5513550763924229,0.4505637065637066
11111,0.5673170976962627,0.8056493869191691,0.18889883616830797,0.12121792416698583,0.787170619605547,0.916046332046332,0.5102002819373886,0.16183933972420156,0.6045576407506702,0.5823464045598964,0.49498069498069497
11111,0.5630910862714769,0.8004362050163577,0.1740497284938554,0.11662198391420911,0.7833087632827762,0.9107335907335907,0.4479878713727159,0.15767433659525698,0.6849865951742627,0.5187677814286085,0.4097606177606178
11111,0.5698417831301783,0.8040003191744022,0.19143432020695603,0.1275373420145538,0.7869377123445883,0.9131119691119691,0.5570923211958401,0.1654373024236038,0.5411719647644581,0.6251903065865883,0.5596602316602317
11111,0.5609361877060077,0.7978828097986541,0.1824739513759017,0.130792799693604,0.7834674787651756,0.9054826254826255,0.5745405218501476,0.16498756218905472,0.5080428954423593,0.6401124151830865,0.5852664092664093
11111,0.5688082466665386,0.8050908317152964,0.18473053892215568,0.11815396399846802,0.7864220642968879,0.9158918918918919,0.5109450222092188,0.16310967807973795,0.6103025660666411,0.5829158394216426,0.4949189189189189
11111,0.5706983965965199,0.8052238210495518,0.18929310854776693,0.12255840674071238,0.7870756733488845,0.9153359073359073,0.4939755831582307,0.161143025482398,0.6284948295672156,0.5664746909030116,0.4722779922779923
11111,0.5691489199984029,0.803255578902572,0.183590340413151,0.1208349291459211,0.7856158763260634,0.9133281853281854,0.5114769795462404,0.1641371557054525,0.6150900038299502,0.5833075304902614,0.49476447876447877
11111,0.5706192778103922,0.8072186610633827,0.17490372272143775,0.10436614324013788,0.7859088029481789,0.9205868725868726,0.5705242439556347,0.16819534714207618,0.5302566066641133,0.636727920716439,0.577019305019305
11111,0.5688271272859553,0.8033885682368274,0.17592592592592593,0.11279203370356185,0.7846572225049189,0.9147799227799228,0.5456286405830253,0.16631969841895008,0.5660666411336652,0.6150041244479462,0.5423320463320463
11111,0.5717708299753493,0.7970316780594197,0.1841070023603462,0.1344312523937189,0.7833666420643153,0.903907335907336,0.5119291432827088,0.16359163591635917,0.6112600536193029,0.5838104183082352,0.49590733590733593
11111,0.5698378437528189,0.8001436284809958,0.1733181299885975,0.11643048640367676,0.7831012679100846,0.9104247104247104,0.49652897837593424,0.16280442804428044,0.6336652623515894,0.5687713224870123,0.4744092664092664
11111,0.567069857404595,0.8000638348804426,0.1850123524567664,0.12906932209881272,0.784637698878711,0.9082934362934363,0.47804346091443467,0.16016989145823501,0.6499425507468403,0.5503970309471305,0.4503166023166023
11111,0.5678203087915842,0.8075378354655957,0.18153067678684376,0.10991957104557641,0.7868604319276206,0.9200617760617761,0.5580232465356278,0.1656592922950531,0.5405974722328609,0.6259970910483433,0.5608339768339768
11111,0.5657592040801539,0.805622789052318,0.18393939393939393,0.1162389888931444,0.7865051859938412,0.9168185328185329,0.560762826821289,0.16512455516014235,0.5331290693220988,0.6283864069501217,0.5652200772200772
11111,0.568641461946709,0.8056493869191691,0.18206770356816102,0.11432401378782076,0.7862699241271301,0.9171583011583011,0.5606564353538847,0.16745171926519076,0.5446189199540405,0.6282498551470682,0.5632432432432433
