plus_name,auc,accuracy,precision,recall,f1-score,specificity,opt_accuracy,opt_precision,opt_recall,opt_f1-score,opt_specificity
1111,0.5687220299031865,0.8294278798840333,0.16971713810316139,0.0585982382229031,0.7921974760090966,0.9537606177606177,0.5208394286778201,0.16448990296354576,0.6005361930294906,0.5922459656143235,0.5079845559845559
1111,0.5761117990562648,0.8248530467856477,0.18258034466697717,0.07506702412868632,0.7922799716091466,0.9457915057915058,0.4779104715801793,0.16315174187514614,0.6681348142474148,0.5496483706923506,0.4472277992277992
1111,0.5642840551335381,0.8305981860254807,0.17871148459383754,0.06108770585982382,0.7933209790736495,0.9547181467181467,0.5345107322392744,0.16297963440742164,0.5685561087705859,0.6051093945644725,0.529019305019305
1111,0.5740068081431544,0.8283905630768412,0.19941348973607037,0.07813098429720414,0.7949072216170552,0.9494054054054054,0.588530999813815,0.17128560431100848,0.5112983531214095,0.6517981378081008,0.600988416988417
1111,0.5801166493407014,0.8331249833763332,0.19735327963176064,0.06568364611260054,0.795618561516123,0.9569111969111969,0.5781578317418943,0.17259633140465344,0.536959019532746,0.6431888482699938,0.5848030888030888
1111,0.5807962924898964,0.8266617017315211,0.19063545150501673,0.07640750670241286,0.7935840339672277,0.9476756756756757,0.5031518472218528,0.16612086930634118,0.6411336652623516,0.5748716275879427,0.48089575289575287
1111,0.5754803452574422,0.8253584062558182,0.1815165876777251,0.07334354653389506,0.7923002337618636,0.9466563706563706,0.44511530175279945,0.16135458167330677,0.7135197242435848,0.5144621649044114,0.4018223938223938
1111,0.5750427135566929,0.8284969545442455,0.1878818737270876,0.07066258138644198,0.7937268175699983,0.9507335907335908,0.5237651940314387,0.16618413433700058,0.6045576407506702,0.5948522437656822,0.5107335907335907
1111,0.5800791247011086,0.8252520147884139,0.18327067669172933,0.0746840291076216,0.7924563825053456,0.9463166023166023,0.48535787429848126,0.16515762028916806,0.6671773266947529,0.5569940719375079,0.45603088803088804
1111,0.5699408590622684,0.8315557092321196,0.18311466058185966,0.061470700880888546,0.793950796362902,0.9557683397683397,0.5084714205920685,0.16202712348322626,0.6085790884718498,0.5806493649039823,0.4923243243243243
1111,0.5762734199976636,0.8310769476288001,0.17388792605430387,0.057640750670241284,0.7929908381805058,0.9558301158301158,0.5454690533819188,0.1685380704988548,0.5777479892761395,0.6147473068083819,0.5402625482625483
1111,0.5653181357754318,0.8307843710934383,0.17052023121387283,0.056491765607047106,0.7926151916843562,0.9556756756756757,0.5324892943585925,0.16421155623199435,0.5785139793182689,0.6031676566115207,0.525065637065637
1111,0.5778628996124209,0.8295342713514376,0.19104633003643937,0.07027958636537725,0.794279996560316,0.952,0.5620129265632896,0.17091015510681884,0.5591727307545002,0.6293529416205161,0.5624710424710425
1111,0.5947933438718578,0.8266882995983722,0.20855855855855857,0.08866334737648411,0.7955721308256869,0.9457297297297297,0.5402026757454053,0.17312381468436738,0.6118345461509,0.6096390041470184,0.5286486486486487
1111,0.5695325952422851,0.8303056094901189,0.19136460554371001,0.06874760628111834,0.7944777035027009,0.9531428571428572,0.5599648908157566,0.16703917186213388,0.5438529299119111,0.62765715572006,0.5625637065637066
1111,0.5749595311786043,0.8292416948160758,0.18539915966386555,0.06759862121792416,0.7936493896524289,0.9520926640926641,0.5077798760539405,0.1640024281667341,0.6208349291459211,0.5797264510876226,0.48954440154440154
1111,0.574554514683201,0.8290555097481181,0.1796916533758639,0.06472615855993873,0.7930462285650345,0.9523397683397683,0.5429156581642153,0.16708409862525742,0.574875526618154,0.6125162227310297,0.5377606177606178
1111,0.5779123133638645,0.8271138654679895,0.18208955223880596,0.07008808885484488,0.7928067331175064,0.9492200772200772,0.4457802484240764,0.16237837837837837,0.7190731520490233,0.514893393320645,0.4016988416988417
1111,0.5741713185527816,0.8274596377370534,0.17580727831881088,0.06568364611260054,0.7922676563818913,0.9503320463320464,0.5890363592839855,0.17200025652536394,0.5135963232477978,0.6522280709266941,0.6012046332046332
1111,0.580808406371026,0.82761922493816,0.1854072963518241,0.07104557640750671,0.7932681550307824,0.9496525096525097,0.5615607628268213,0.17120168165362606,0.5614707008808886,0.6289503681651966,0.5615752895752896
1111,0.5795621790198581,0.8290289118812671,0.20353982300884957,0.07927996936039831,0.7954813589228986,0.94996138996139,0.5311062052823363,0.16728345400911773,0.5972807353504405,0.6016487137005939,0.5204324324324324
1111,0.5828742548972347,0.8253052105221161,0.20482456140350877,0.08942933741861356,0.7948471277768291,0.944,0.47942654999069073,0.16424894712213384,0.6721562619685945,0.5510055553266094,0.44833976833976835
1111,0.5782737601090723,0.8258637657259887,0.1846739647786768,0.07430103408655687,0.7927598443693521,0.947088803088803,0.5356544405138708,0.16796917399327038,0.5926847950976637,0.605816204688484,0.5264555984555984
1111,0.5775858064115437,0.8301460222890125,0.19075451647183847,0.06874760628111834,0.7943828483097628,0.9529575289575289,0.472404713142006,0.1637058173784978,0.6811566449636155,0.5437175845694981,0.43873359073359075
1111,0.5782949209536724,0.8315291113652685,0.19945945945945945,0.07066258138644198,0.79553441924059,0.9542548262548263,0.5432880283001303,0.16854368932038835,0.5817694369973191,0.6127710433208226,0.5370810810810811
1111,0.5752879959896429,0.830677979626034,0.1825749167591565,0.06300268096514745,0.7937036926765533,0.9545019305019306,0.550283267281964,0.16921422101449277,0.5723860589812333,0.6190428813754213,0.5467181467181467
1111,0.5820007896499662,0.8326994175067159,0.20691547749725575,0.07219456147070089,0.7964963789612043,0.9553667953667954,0.5689017740777189,0.17084132310642378,0.5459594025277671,0.6353202448960342,0.5726023166023166
1111,0.5754735311993068,0.8350134319227598,0.18857142857142858,0.05687476062811184,0.7951494437448486,0.9605250965250965,0.505572253105301,0.16439869445141853,0.6269628494829568,0.5775093807058758,0.485992277992278
1111,0.577147766577104,0.8301726201558635,0.1969775924960917,0.07238605898123325,0.7950179652918427,0.9524015444015445,0.49966752666436154,0.16527907778708312,0.6424741478360781,0.5715261102805134,0.47663320463320463
1111,0.5717584913249409,0.8257573742585844,0.18992067195520299,0.07793948678667177,0.7932903257901887,0.9463783783783783,0.5785567997446605,0.16949785327608735,0.5216392186901571,0.6435083094942782,0.5877374517374517
1112,0.5796275336451514,0.825597787057478,0.19253800092123446,0.08004595940252776,0.7935349568647827,0.9458532818532819,0.4767135675718807,0.16471789161098738,0.679816162389889,0.5480539238151303,0.443953667953668
1112,0.5728944693448714,0.829002314014416,0.18286915396741987,0.06664113366526235,0.7933437207417515,0.9519691119691119,0.571268984227465,0.16876405860538635,0.5315970892378399,0.6373590123789664,0.5776679536679536
1112,0.5797708181453873,0.8296938585525441,0.19577537351880475,0.07276905400229797,0.7947964024070285,0.9517837837837838,0.5367981487884672,0.16901026114338455,0.5961317502872463,0.6067963174449645,0.5272277992277993
1112,0.5769587474436191,0.8296140649519909,0.18240343347639484,0.06510915358100344,0.7934421417343466,0.9529266409266409,0.5772801021358087,0.16923935279895852,0.5227882037533512,0.6424367294556799,0.586069498069498
1112,0.5776972505689472,0.8299864350879059,0.20030737704918034,0.07487552661815397,0.7953258919372573,0.9517837837837838,0.5263185892491422,0.1674153146964012,0.6066641133665263,0.5971475741474249,0.5133590733590734
1112,0.5757373689277174,0.8314759156315663,0.18244013683010263,0.06127920337035619,0.7938701028285584,0.9557065637065637,0.4926456898156768,0.1643974998788701,0.6497510532363079,0.5645986203763224,0.46730501930501933
1112,0.5944490978914572,0.8282841716094369,0.20336538461538461,0.08100344695518959,0.7953135575511459,0.9488185328185328,0.5827060669734287,0.1784331797235023,0.5561087705859824,0.6470370573545369,0.586996138996139
1112,0.5773661535913546,0.8274596377370534,0.18232044198895028,0.0695135963232478,0.7929159157293254,0.9497142857142857,0.5542995451764768,0.16881998277347116,0.5630026809651475,0.6226333820212854,0.5528957528957529
1112,0.5774397063803421,0.8336569407133548,0.19467455621301774,0.06300268096514745,0.7954588598004367,0.9579613899613899,0.58619038753092,0.17249683143219266,0.5212562236690923,0.6498939405882235,0.5966640926640927
1112,0.5810847809017092,0.8298534457536506,0.19160104986876642,0.06989659134431253,0.7944049577799654,0.9524324324324325,0.47144718993536716,0.16358960227794617,0.6821141325162773,0.5427254781685266,0.43746718146718144
1112,0.5637131648253824,0.8346942575205468,0.16744809109176156,0.04787437763309077,0.7932959757781466,0.9616061776061776,0.4984440247892119,0.16144410786115113,0.6225584067407124,0.5708853737581411,0.4784247104247104
1112,0.5709406742191117,0.8267680931989254,0.18951418951418952,0.07545001914975105,0.793490630053637,0.947953667953668,0.5109184243423678,0.16341139175784844,0.6120260436614324,0.5828539166640097,0.4946100386100386
1112,0.5798294060323934,0.8263159294624571,0.16495901639344263,0.06166219839142091,0.7909070829709466,0.9496525096525097,0.5060776125754715,0.1673975879597329,0.6432401378782076,0.5775873500420681,0.48395366795366795
1112,0.5786187986969297,0.8356783785940367,0.18133333333333335,0.052087322864802756,0.7946516843164085,0.962069498069498,0.5822007075032583,0.1718613093002879,0.5258521639218691,0.6465733781651163,0.5912895752895753
1112,0.5764856436016911,0.8275926270713089,0.1811740890688259,0.06855610877058599,0.7928335337400542,0.950023166023166,0.4986036119903184,0.1644591067999409,0.6396016851780927,0.5705893789691714,0.4758610038610039
1112,0.5772916484904229,0.8296938585525441,0.1717620900500278,0.05917273075450019,0.7924541306229766,0.953976833976834,0.5374630954597441,0.1688078388677191,0.5938337801608579,0.6074244008411549,0.5283706563706564
1112,0.5708177668284906,0.8363167273984626,0.1772853185595568,0.04902336269628495,0.7944444244249393,0.9633050193050193,0.5570125275952869,0.16603376759946253,0.5442359249329759,0.6251057201021075,0.5590733590733591
1112,0.5769559614875586,0.829002314014416,0.1947395042994436,0.07372654155495978,0.7945434629107716,0.9508262548262548,0.5562677873234566,0.16908240457354046,0.5607047108387591,0.6243635145450558,0.5555521235521236
1112,0.5753513395213894,0.8334441577785462,0.1875,0.05974722328609728,0.7947521572950711,0.9582393822393822,0.5663749767268665,0.16999225683483232,0.5465338950593642,0.633156625637004,0.5695752895752896
1112,0.5767403663443496,0.8284703566773944,0.19309654827413708,0.07391803906549214,0.7942569522424409,0.9501776061776062,0.5176210867888396,0.1663393964448119,0.6164304864036767,0.5889792269614362,0.5016833976833976
1112,0.5709879230875017,0.8301194244221614,0.1842818428184282,0.06510915358100344,0.793740719651384,0.9535135135135135,0.5298827034071868,0.1653319000268745,0.5890463423975488,0.600667515127293,0.5203397683397684
1112,0.5780186883825337,0.8315557092321196,0.19427627958172813,0.06759862121792416,0.7950223463149876,0.9547799227799227,0.5058648296406628,0.16509528585757272,0.6304098046725393,0.5777016882244712,0.48577606177606175
1112,0.5821024504287622,0.8267680931989254,0.2043060009161704,0.08540788969743393,0.7951040639207045,0.9463474903474903,0.44272149373620234,0.16145833333333334,0.7183071620068939,0.5117204768660016,0.3982702702702703
1112,0.5829715563350186,0.8265021145304147,0.185292694726657,0.07334354653389506,0.7929838808434121,0.947984555984556,0.5479958507327712,0.1708053691275168,0.5848333971658368,0.6169094798336285,0.542054054054054
1112,0.5739388923310792,0.8275660292044578,0.20496022461394478,0.08387590961317502,0.7953435888826254,0.9475212355212356,0.5512141926217518,0.16796808207466515,0.564343163538874,0.6199267162073793,0.5490965250965251
1112,0.5766951818043354,0.8310769476288001,0.1916985253959585,0.06721562619685945,0.7946720147564406,0.9542857142857143,0.5825730776391733,0.17213525360050094,0.5264266564534661,0.6468866388939338,0.5916293436293436
1112,0.5744073262954918,0.8315823070989706,0.1769499417927823,0.05821524320183838,0.793388417660649,0.9563243243243243,0.560443652419076,0.16846550915063352,0.5499808502489467,0.6280420981236341,0.5621312741312742
1112,0.5709951689392516,0.833390962044844,0.18914081145584727,0.0607047108387591,0.7948925285548599,0.9580231660231661,0.5397239141420858,0.16523521914999723,0.5710455764075067,0.6097253797817087,0.5346718146718147
1112,0.5759167939619874,0.8267680931989254,0.18801353310778154,0.07449253159708924,0.7933328554984913,0.9481081081081081,0.4801712902625209,0.16367649821529212,0.6673688242052853,0.5519024165663229,0.44997683397683397
1112,0.5752196661288964,0.8287895310796074,0.18798151001540833,0.07008808885484488,0.7938040461646132,0.9511660231660232,0.5548315025134984,0.16950806497904827,0.5654921486020682,0.6230796834149533,0.5531119691119691
1121,0.5781667226125289,0.8287097374790542,0.207492795389049,0.08272692454998085,0.7958519713065072,0.949034749034749,0.5263185892491422,0.1659678361021177,0.5988127154346994,0.59728023447226,0.5146254826254826
1121,0.5720976799965694,0.8253052105221161,0.182247403210576,0.07391803906549214,0.79236275143802,0.9465019305019305,0.5481022422001756,0.16571980456766278,0.5585982382229031,0.6172463530816801,0.5464092664092665
1121,0.5771051875862293,0.8321674601696943,0.18627450980392157,0.061853695901953276,0.7943780846542955,0.9564169884169884,0.5554432534510733,0.1685892259776214,0.5597472232860973,0.6236523344798747,0.5547490347490347
1121,0.5924793973817337,0.8281511822751816,0.20542082738944364,0.08272692454998085,0.7955131506520102,0.9483861003861004,0.5309200202143788,0.17210776545166404,0.6238988893144389,0.6010495645151325,0.5159227799227799
1121,0.5772182021710939,0.8317418943000772,0.18600682593856654,0.06261968594408272,0.7942629306708027,0.9557992277992278,0.5660824001915047,0.17035187826913933,0.5488318651857526,0.6328985918918721,0.5688648648648649
1121,0.5743344596443026,0.8315823070989706,0.1871476888387824,0.06357717349674455,0.7943372066008071,0.9554594594594594,0.60073942069846,0.17280566882813023,0.49502106472615853,0.6617242773634042,0.6177915057915058
1121,0.5725005730137863,0.829667260685693,0.18019480519480519,0.0637686710072769,0.7932415711462181,0.9532046332046332,0.5852594621911322,0.17157514725441764,0.5187667560321716,0.6491093421148751,0.595984555984556
1121,0.5667446458331177,0.8345878660531425,0.16833000665335995,0.04844887016468786,0.7933427970331633,0.9613899613899614,0.518099848392159,0.16406168594352402,0.6030256606664114,0.5896835071949746,0.5044015444015444
1121,0.5780689184013581,0.8346410617868447,0.20404521118381916,0.06568364611260054,0.7965164223627638,0.9586718146718147,0.5945155198553076,0.17285723611201775,0.5070854078896975,0.6567180701695591,0.6086177606177606
1121,0.5771496238811444,0.8326462217730138,0.1745742092457421,0.054959785522788206,0.7934223877544664,0.9580849420849421,0.5070085379152592,0.16535116384294404,0.6298353121409421,0.5787916161094521,0.4871969111969112
1121,0.5700550063659984,0.8266882995983722,0.18561710398445092,0.0731520490233627,0.7930634854792937,0.9482316602316603,0.45918557331702,0.15992258180672458,0.680390654921486,0.5304364999135096,0.4235057915057915
1121,0.5803389993922358,0.8257041785248823,0.19345923537540305,0.08042895442359249,0.7936609077832729,0.9459150579150579,0.49998670106657445,0.16619953778826768,0.6472615855993872,0.5717020575907772,0.47623166023166025
1121,0.5698920545538699,0.8305715881586296,0.19073275862068967,0.06779011872845653,0.7944712761302003,0.9536061776061776,0.5978402532116924,0.16931711880261927,0.48525469168900803,0.6592739059943823,0.616
1121,0.5776164223533048,0.8240285129132644,0.19213780918727916,0.08330141708157794,0.7931059241829667,0.9435057915057915,0.4612602069314041,0.16271034328023334,0.6943699731903485,0.531970458599701,0.42366023166023165
1121,0.5748469040249966,0.8265021145304147,0.19038553069966682,0.07659900421294523,0.793519545566104,0.9474594594594594,0.48575684230124744,0.16300506256567007,0.6535810034469552,0.5578157377446571,0.4586872586872587
1121,0.5687403367694444,0.8313961220310131,0.17358270017533606,0.05687476062811184,0.7930401186143032,0.9563243243243243,0.5868287363353459,0.16842443729903536,0.5015319800842589,0.6503396848264855,0.6005868725868726
1121,0.5794920569198624,0.8227784131712637,0.17501127649977447,0.07430103408655687,0.7909138678572079,0.9435057915057915,0.606856930074208,0.17541595925297113,0.49463806970509383,0.6666939251527793,0.624957528957529
1121,0.5733244588901425,0.8248530467856477,0.18521939953810623,0.0767905017234776,0.7925602156443625,0.9455135135135135,0.41729393302657125,0.15910762441774945,0.7456913060130218,0.4828959502317223,0.3643243243243243
1121,0.5726777503552685,0.8304917945580764,0.1894225580140313,0.06721562619685945,0.7943250001766724,0.9536061776061776,0.5116099688804958,0.16520587036282103,0.6208349291459211,0.5833060038816713,0.493992277992278
1121,0.5768051353865218,0.8281245844083305,0.18718466195761857,0.07104557640750671,0.7935693696637406,0.9502393822393822,0.5242439556347581,0.16693841056119496,0.6078130984297204,0.5952323935045014,0.5107644787644787
1121,0.579265921280475,0.8276458228050111,0.18737574552683897,0.07219456147070089,0.7934762420026087,0.9494980694980695,0.5315583690188047,0.16892902949978622,0.6053236307927997,0.6019335644452377,0.5196602316602317
1121,0.5722980144887461,0.8231773811740298,0.18507067137809188,0.08023745691306013,0.7921052273229083,0.943011583011583,0.49613001037316806,0.1631149955808701,0.6361547299885102,0.568323059916065,0.4735444015444015
1121,0.5715635956578125,0.8262361358619039,0.19638721630384437,0.08119494446572195,0.7941057995481163,0.9464092664092664,0.5677846636699737,0.1681112314915132,0.5348525469168901,0.6343903472588315,0.5730965250965251
1121,0.5765796149051606,0.826980876133734,0.17876815222834253,0.06836461126005362,0.7924381390398572,0.9493436293436294,0.44705694603292817,0.1616605085850902,0.7121792416698582,0.5165541740093643,0.4042934362934363
1121,0.5780578455568881,0.8295874670851398,0.18433670751198722,0.06625813864419762,0.7936244090874677,0.9527104247104247,0.48971992446205814,0.1646894961817396,0.656644963615473,0.5615678715090694,0.4627953667953668
1121,0.5687645763616657,0.8325398303056095,0.1877906976744186,0.061853695901953276,0.7945970634080106,0.9568494208494208,0.5148815065031784,0.16352168743214598,0.6057066258138645,0.5866622970910939,0.5002316602316602
1121,0.5698649047909867,0.8305449902917786,0.16849394114252741,0.05591727307545002,0.7923731848008557,0.9554903474903474,0.613267015985318,0.17176271664083415,0.4668709306779012,0.6715169643305542,0.6368803088803089
1121,0.5743557654059377,0.8319546772348858,0.18433179723502305,0.06127920337035619,0.7941513162280605,0.9562625482625483,0.6056068303322073,0.1729983660130719,0.4865951742627346,0.6655968967259255,0.6248030888030888
1121,0.5753404441263499,0.8277788121392664,0.18501759678230267,0.07047108387590961,0.7932668224979845,0.9499305019305019,0.559752107880948,0.16933224375437778,0.5555342780543853,0.6274166957311454,0.5604324324324325
1121,0.5787966089413811,0.8220868686331356,0.17899343544857768,0.0783224818077365,0.7911438658712994,0.9420540540540541,0.5408676224166822,0.16868464501926253,0.5869398697816929,0.6105572214630148,0.5334362934362934
1122,0.5746242227345253,0.8224592387690507,0.1789659743703049,0.07755649176560704,0.7912455971162731,0.9426100386100386,0.42178897252440356,0.16024190562389434,0.7458828035235542,0.48781455210269536,0.3695135135135135
1122,0.5764201677192868,0.8314759156315663,0.19055555555555556,0.06568364611260054,0.7946425345194779,0.954996138996139,0.5971221108067133,0.17233410366457577,0.4998085024894676,0.6588071940915458,0.6128185328185328
1122,0.5756403159191363,0.826954278266883,0.19193857965451055,0.07659900421294523,0.7937912077423216,0.947984555984556,0.4821927281432029,0.16362863619191537,0.6635388739946381,0.5540154286455803,0.45294208494208493
1122,0.5789950920444984,0.8247466553182434,0.16642264519277697,0.06530065109153581,0.7906006020245223,0.9472432432432433,0.5642471473787802,0.17078638428411302,0.5543852929911911,0.6313013295893798,0.5658378378378378
1122,0.5709239703127102,0.8257573742585844,0.18068236424795772,0.07200306396016852,0.7923174366694304,0.9473359073359073,0.5617469478947789,0.1675429786731258,0.5430869398697817,0.6291950993070171,0.5647567567567567
1122,0.5682789209300125,0.8258903635928398,0.18832391713747645,0.07659900421294523,0.7931520741981227,0.9467490347490347,0.45697795036838046,0.15899093275877546,0.67828418230563,0.5282781206514998,0.4212818532818533
