,accuracy,precision,recall
1311312,0.845625,0.5,0.004048583
1213212,0.843125,0.2,0.004032258
2311111,0.845,0.5,0.004032258
1333112,0.844375,0.5,0.004016064
3212221,0.84375,0.3333333333333333,0.004016064
2321212,0.84375,0.5,0.004
3311212,0.84375,0.5,0.004
1223211,0.8425,0.3333333333333333,0.003984064
2313211,0.84375,1,0.003984064
2213312,0.8425,1,0.003952569
2231111,0.84125,0.3333333333333333,0.003952569
1233221,0.83875,0.2,0.003921569
2211212,0.84,0.5,0.00390625
3323121,0.840625,1,0.00390625
1223122,0.83875,0.3333333333333333,0.003891051
1333211,0.8375,0.25,0.003875969
3123211,0.835625,0.3333333333333333,0.003816794
2113121,0.83125,0.3333333333333333,0.003717472
3233112,0.828125,0.5,0.003636364
1122211,0.856875,0,0
1122311,0.839375,0,0
1131312,0.865,0,0
1133111,0.85375,0,0
1133112,0.849375,0,0
1133122,0.86125,0,0
1133222,0.85375,0,0
1133312,0.854375,0,0
1133322,0.85125,0,0
1211321,0.84375,0,0
1212222,0.854375,0,0
1213111,0.85875,0,0
1213221,0.855625,0,0
1213321,0.85125,0,0
1213322,0.85875,0,0
1221122,0.864375,0,0
1221322,0.863125,0,0
1222321,0.846875,0,0
1223121,0.863125,0,0
1231222,0.850625,0,0
1231311,0.85625,0,0
1231312,0.8625,0,0
1231321,0.848125,0,0
1231322,0.86375,0,0
1232112,0.864375,0,0
1232211,0.865,0,0
1232311,0.844375,0,0
1232321,0.8625,0,0
1232322,0.865625,0,0
1233112,0.856875,0,0
1233122,0.86125,0,0
1233311,0.8725,0,0
1233312,0.8475,0,0
1233321,0.868125,0,0
1312111,0.8575,0,0
1312312,0.8625,0,0
1313122,0.864375,0,0
1313211,0.860625,0,0
1313321,0.85875,0,0
1313322,0.8575,0,0
1321321,0.851875,0,0
1323122,0.8725,0,0
1332212,0.8525,0,0
1332322,0.859375,0,0
1333111,0.845,0,0
1333122,0.85625,0,0
1333212,0.84875,0,0
1333222,0.849375,0,0
1333311,0.854375,0,0
1333312,0.853125,0,0
1333321,0.866875,0,0
1333322,0.85375,0,0
2112311,0.845625,0,0
2112321,0.851875,0,0
2112322,0.850625,0,0
2113211,0.86125,0,0
2113221,0.8625,0,0
2113321,0.875625,0,0
2113322,0.86,0,0
2121111,0.8475,0,0
2121312,0.865625,0,0
2122121,0.856875,0,0
2122122,0.8525,0,0
2122212,0.845625,0,0
2123111,0.850625,0,0
2123211,0.8525,0,0
2123311,0.850625,0,0
2123321,0.864375,0,0
2123322,0.854375,0,0
2131221,0.855,0,0
2131322,0.87,0,0
2132121,0.859375,0,0
2132312,0.864375,0,0
2132321,0.8575,0,0
2133311,0.849375,0,0
2133312,0.855625,0,0
2211112,0.8575,0,0
2211122,0.861875,0,0
2211221,0.851875,0,0
2211222,0.855,0,0
2211311,0.865625,0,0
2211312,0.855,0,0
2211321,0.844375,0,0
2211322,0.85625,0,0
2212121,0.85375,0,0
2212211,0.85,0,0
2212222,0.85375,0,0
2212321,0.8375,0,0
2212322,0.855625,0,0
2213121,0.84625,0,0
2213122,0.849375,0,0
2213212,0.85625,0,0
2213221,0.846875,0,0
2213311,0.851875,0,0
2213321,0.86,0,0
2213322,0.861875,0,0
2221121,0.8525,0,0
2221122,0.85375,0,0
2221311,0.85125,0,0
2221312,0.845,0,0
2221322,0.853125,0,0
2222122,0.8625,0,0
2222311,0.856875,0,0
2222321,0.868125,0,0
2222322,0.84875,0,0
2223211,0.863125,0,0
2223311,0.869375,0,0
2231112,0.859375,0,0
2231121,0.8675,0,0
2231122,0.85875,0,0
2231222,0.865625,0,0
2231312,0.854375,0,0
2231322,0.855,0,0
2232112,0.845,0,0
2232122,0.85625,0,0
2232221,0.858125,0,0
2232222,0.85625,0,0
2232311,0.853125,0,0
2232312,0.849375,0,0
2232321,0.859375,0,0
2233111,0.845,0,0
2233121,0.85875,0,0
2233122,0.839375,0,0
2233211,0.865625,0,0
2233212,0.85875,0,0
2233222,0.858125,0,0
2233311,0.846875,0,0
2233312,0.853125,0,0
2233321,0.861875,0,0
2233322,0.849375,0,0
2311221,0.8475,0,0
2311321,0.856875,0,0
2311322,0.856875,0,0
2312112,0.860625,0,0
2312121,0.859375,0,0
2312221,0.8625,0,0
2312311,0.861875,0,0
2312321,0.859375,0,0
2313112,0.86125,0,0
2313121,0.851875,0,0
2313212,0.8575,0,0
2313221,0.841875,0,0
2313311,0.853125,0,0
2313312,0.854375,0,0
2313322,0.853125,0,0
2321311,0.851875,0,0
2321321,0.855625,0,0
2322222,0.863125,0,0
2322321,0.8425,0,0
2322322,0.850625,0,0
2323111,0.85625,0,0
2323122,0.8525,0,0
2323211,0.85875,0,0
2323221,0.858125,0,0
2323311,0.851875,0,0
2323312,0.8625,0,0
2323321,0.861875,0,0
2323322,0.843125,0,0
2331121,0.85,0,0
2331122,0.863125,0,0
2331211,0.853125,0,0
2331212,0.875625,0,0
2331222,0.860625,0,0
2331311,0.86,0,0
2331312,0.8775,0,0
2331321,0.84375,0,0
2331322,0.849375,0,0
2332111,0.865,0,0
2332112,0.861875,0,0
2332212,0.86375,0,0
2332221,0.85125,0,0
2332311,0.8525,0,0
2332312,0.86875,0,0
2332321,0.858125,0,0
2332322,0.848125,0,0
2333111,0.858125,0,0
2333112,0.85375,0,0
2333122,0.84875,0,0
2333211,0.85125,0,0
2333221,0.844375,0,0
2333222,0.87375,0,0
2333321,0.854375,0,0
2333322,0.85875,0,0
3112321,0.8475,0,0
3113122,0.855,0,0
3113221,0.859375,0,0
3113322,0.855625,0,0
3121321,0.8625,0,0
3122111,0.860625,0,0
3122312,0.853125,0,0
3122321,0.85625,0,0
3123222,0.86375,0,0
3123312,0.875,0,0
3123322,0.851875,0,0
3131121,0.855,0,0
3131311,0.84625,0,0
3131322,0.85625,0,0
3132122,0.850625,0,0
3132312,0.864375,0,0
3133111,0.8525,0,0
3133121,0.861875,0,0
3133122,0.845625,0,0
3133222,0.858125,0,0
3133311,0.84875,0,0
3211111,0.833125,0,0
3211121,0.848125,0,0
3211122,0.8525,0,0
3211311,0.858125,0,0
3211312,0.86625,0,0
3211321,0.871875,0,0
3211322,0.855625,0,0
3212211,0.855,0,0
3212212,0.861875,0,0
3212312,0.84875,0,0
3213111,0.846875,0,0
3213112,0.849375,0,0
3213121,0.856875,0,0
3213122,0.845,0,0
3213211,0.86875,0,0
3213212,0.863125,0,0
3213221,0.856875,0,0
3213222,0.855,0,0
3213311,0.858125,0,0
3213312,0.85625,0,0
3213321,0.8425,0,0
3213322,0.86625,0,0
3221121,0.84875,0,0
3221122,0.851875,0,0
3221211,0.863125,0,0
3221311,0.875625,0,0
3221312,0.853125,0,0
3222111,0.85625,0,0
3222311,0.85875,0,0
3222321,0.863125,0,0
3223111,0.86375,0,0
3223112,0.845,0,0
3223121,0.845625,0,0
3223122,0.8525,0,0
3223211,0.848125,0,0
3223212,0.86375,0,0
3223221,0.859375,0,0
3223222,0.864375,0,0
3223312,0.854375,0,0
3231112,0.860625,0,0
3231121,0.85125,0,0
3231211,0.86125,0,0
3231222,0.851875,0,0
3231312,0.8475,0,0
3231322,0.86375,0,0
3232112,0.856875,0,0
3232121,0.848125,0,0
3232221,0.8475,0,0
3232312,0.861875,0,0
3232321,0.853125,0,0
3233111,0.85375,0,0
3233121,0.844375,0,0
3233122,0.856875,0,0
3233211,0.853125,0,0
3233221,0.853125,0,0
3233222,0.855625,0,0
3233312,0.875625,0,0
3233321,0.8525,0,0
3233322,0.846875,0,0
3311112,0.8525,0,0
3311221,0.845625,0,0
3311312,0.84875,0,0
3311322,0.858125,0,0
3312111,0.859375,0,0
3312112,0.863125,0,0
3312122,0.86,0,0
3312221,0.85875,0,0
3312311,0.853125,0,0
3312312,0.85875,0,0
3312321,0.86375,0,0
3313111,0.85125,0,0
3313112,0.868125,0,0
3313121,0.8625,0,0
3313211,0.8425,0,0
3313212,0.866875,0,0
3313221,0.8475,0,0
3313311,0.848125,0,0
3313322,0.853125,0,0
3321311,0.8675,0,0
3321312,0.86125,0,0
3321321,0.86,0,0
3321322,0.861875,0,0
3322321,0.85375,0,0
3323111,0.855625,0,0
3323112,0.8575,0,0
3323122,0.85125,0,0
3323211,0.856875,0,0
3323221,0.851875,0,0
3323311,0.86,0,0
3323312,0.849375,0,0
3323321,0.858125,0,0
3323322,0.8425,0,0
3331111,0.864375,0,0
3331112,0.8625,0,0
3331121,0.859375,0,0
3331122,0.863125,0,0
3331222,0.864375,0,0
3331311,0.86375,0,0
3331312,0.858125,0,0
3331321,0.859375,0,0
3332121,0.85625,0,0
3332122,0.86375,0,0
3332211,0.8625,0,0
3332212,0.854375,0,0
3332222,0.865,0,0
3332312,0.86625,0,0
3332321,0.86125,0,0
3333111,0.8575,0,0
3333121,0.853125,0,0
3333212,0.850625,0,0
3333222,0.855,0,0
3333311,0.855,0,0
3333312,0.87125,0,0
3333321,0.853125,0,0
3333322,0.8525,0,0
