시간,사고율
2022-12-01,0.000515189949276779
2022-11-01,0.0005423052097650305
2022-10-01,0.0005882832601581527
2022-09-01,0.0005668661341203308
2022-08-01,0.0005656872097512764
2022-07-01,0.0005908375962911039
2022-06-01,0.0005599890753008467
2022-05-01,0.000631903461813166
2022-04-01,0.0005678485710945429
2022-03-01,0.00047608895770314097
2022-02-01,0.00042126897454211067
2022-01-01,0.0005387684366578673
2021-12-01,0.0005697491487435887
2021-11-01,0.0005732126694046439
2021-10-01,0.000609579636345724
2021-09-01,0.0005759065188076869
2021-08-01,0.0005963028071450122
2021-07-01,0.00063190010282808
2021-06-01,0.0006172763489258468
2021-05-01,0.0006109265610472455
2021-04-01,0.0006118886501197609
2021-03-01,0.0005628221074214781
2021-02-01,0.00048412322128972275
2021-01-01,0.000490280591353821
2020-12-01,0.0005610424191315079
2020-11-01,0.000608729094123071
2020-10-01,0.000665875878728345
2020-09-01,0.0006168377595062518
2020-08-01,0.0006135556806606786
2020-07-01,0.0006635591171902934
2020-06-01,0.0006456042152703931
2020-05-01,0.0006205059652748335
2020-04-01,0.0005502308652872668
2020-03-01,0.0005098806018328673
2020-02-01,0.0005396123749045301
2020-01-01,0.0005235881075996728
2019-12-01,0.0005951053028000788
2019-11-01,0.0006645895559312129
2019-10-01,0.0006944521703386948
2019-09-01,0.0006169655172683008
2019-08-01,0.0006616618486363617
2019-07-01,0.0006429245219493144
2019-06-01,0.0006388257317365227
2019-05-01,0.0006956232532566352
2019-04-01,0.0006134522685144793
2019-03-01,0.0005871029028608189
2019-02-01,0.0004717512354436833
2019-01-01,0.0005074692644408674
2018-12-01,0.0005633403354796886
2018-11-01,0.0005913904766653992
2018-10-01,0.0005985978046089499
2018-09-01,0.0005904165134297842
2018-08-01,0.0006169083134385109
2018-07-01,0.0006022988649042867
2018-06-01,0.0006153499722615271
2018-05-01,0.0006114541193190672
2018-04-01,0.0005851571119574635
2018-03-01,0.0005276932810561813
2018-02-01,0.00048600765457186134
2018-01-01,0.0005033442001658075
2017-12-01,0.0005772237405060745
2017-11-01,0.0006136009618984213
2017-10-01,0.0006301535599922935
2017-09-01,0.0006707651669435377
2017-08-01,0.0006257267023625369
2017-07-01,0.0006547899850622426
2017-06-01,0.0006212998447327804
2017-05-01,0.0006220697330162164
2017-04-01,0.0005951236430959594
2017-03-01,0.0005697173297425744
2017-02-01,0.0004832973699268933
2017-01-01,0.0005402691029011507
2016-12-01,0.0005907065959768153
2016-11-01,0.0006060866134226919
2016-10-01,0.0006636192712757857
2016-09-01,0.0006138715605249257
2016-08-01,0.0006320997293496683
2016-07-01,0.0006666572994132429
2016-06-01,0.0006142513140421079
2016-05-01,0.0006843158379622122
2016-04-01,0.000658872352311009
2016-03-01,0.0005783646066683958
2016-02-01,0.0004984264913015558
2016-01-01,0.0005605161913608353
