auc,accuracy,precision,recall,f1-score,specificity,opt_accuracy,opt_precision,opt_recall,opt_f1-score,opt_specificity,best_params,opt_threshold
0.5704837626377266,0.8229114025055191,0.1820194862710363,0.07870547682880123,0.7917009231013493,0.9429498069498069,0.5067691571135995,0.1638914118478151,0.6219839142091153,0.5787521790668793,0.48818532818532817,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 300}",0.06552358
0.5641497968943392,0.8258637657259887,0.18225419664268586,0.07276905400229797,0.7925075160397633,0.9473359073359073,0.5439795728382584,0.1630588368281241,0.5524703178858675,0.6136781099215979,0.5426100386100386,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 300}",0.07593169
0.5778911998391125,0.8265287123972658,0.19252601702932828,0.07793948678667177,0.7937545569150698,0.9472741312741313,0.5671197169986967,0.17031557597088826,0.5467253925698966,0.6337939796560912,0.5704092664092664,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 300}",0.08022622
0.5651301044437773,0.8219272814320292,0.1982793936911102,0.09268479509766372,0.7932814701956854,0.9395521235521236,0.5316115647525068,0.16278310104529617,0.5725775564917656,0.6024605464746289,0.525003861003861,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 500}",0.043527752
0.5693196825429686,0.830013032954757,0.19057702488088937,0.0689391037916507,0.7943365510746159,0.9527722007722008,0.542490092294598,0.16417157275021027,0.5607047108387591,0.612286724573634,0.5395521235521236,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 300}",0.07054134
0.5575838751702406,0.8332047769768864,0.19594202898550725,0.06472615855993873,0.7954971801212092,0.9571583011583011,0.54722451259409,0.15997233907681668,0.5315970892378399,0.6166848546867462,0.5497451737451737,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 500}",0.08970321
0.5738824160922974,0.8337633321807592,0.19585798816568048,0.06338567598621218,0.7955896824036985,0.9580231660231661,0.558049844402479,0.16820034944670936,0.5530448104174646,0.6259563951333025,0.5588571428571428,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 300}",0.122067876
0.5596540327601224,0.8292682926829268,0.17943224424209964,0.06415166602834163,0.793072635030398,0.9526795366795366,0.38758411575391655,0.15416294339329423,0.7598621217924167,0.4484684143938096,0.32753667953667953,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 500}",0.041363493
0.5618018451783293,0.826927680400032,0.18050721034311287,0.0695135963232478,0.7925996665319139,0.9490965250965251,0.5589807697422666,0.16486693810113884,0.5350440444274225,0.626846922126121,0.5628416988416989,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 300}",0.08395152
0.561010417760322,0.8316355028326728,0.19426048565121412,0.0674071237073918,0.795036527014651,0.9549034749034749,0.5629438519030774,0.16392852860055163,0.5235541937954806,0.6302825110872533,0.5692972972972973,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 500}",0.09540468
0.5698615628267103,0.8292416948160758,0.20346534653465345,0.07870547682880123,0.7955150890343434,0.9503011583011584,0.5107588371412612,0.16239491490670493,0.6066641133665263,0.5828206441970993,0.4952895752895753,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 500}",0.07091048
0.5579381115535845,0.8303854030906721,0.2,0.07372654155495978,0.7953718081324065,0.9524324324324325,0.5472777083277921,0.16209404891459991,0.5419379548065875,0.6166570517891297,0.5481389961389962,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 500}",0.08967429
0.5674835925820223,0.8317684921669282,0.20301561658589123,0.07219456147070089,0.7959395652286754,0.9542857142857143,0.5812165864297684,0.16726743818377285,0.5065109153581003,0.6456967406768193,0.5932664092664093,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 500}",0.10251982
0.5726535285079903,0.8345612681862915,0.19867149758454106,0.06300268096514745,0.7959920350708105,0.959011583011583,0.5432880283001303,0.16497504626254697,0.5633856759862121,0.6129648348793694,0.540046332046332,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 300}",0.1101239
0.5734767489489818,0.8355719871266325,0.20909090909090908,0.06606664113366527,0.7971362310781402,0.9596911196911196,0.5461605979200468,0.16541395874540832,0.5605132133282267,0.6155240588893631,0.5438455598455598,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.15, 'max_depth': 9, 'n_estimators': 100}",0.11301227
0.5710091046345355,0.8325664281724605,0.19808666291502533,0.0674071237073918,0.795589035826342,0.955984555984556,0.45647259089820996,0.1598014222460754,0.6842206051321332,0.52751456280508,0.41973745173745175,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 500}",0.05276076
0.5705360776873607,0.8321408623028433,0.20326975476839237,0.07142857142857142,0.7960309784445752,0.9548416988416989,0.4934702236880602,0.1614578230626041,0.6311757947146687,0.5659177211404057,0.47125868725868725,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 500}",0.06903532
0.5622521940882722,0.8229380003723701,0.17752808988764046,0.07564151666028342,0.7912256813506743,0.9434749034749035,0.5582094316035854,0.1643875987268655,0.5340865568747606,0.6261867061801191,0.5621003861003862,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 300}",0.08067149
