auc,accuracy,precision,recall,f1-score,specificity,opt_accuracy,opt_precision,opt_recall,opt_f1-score,opt_specificity,best_params,opt_threshold
0.5726905089693294,0.8321142644359922,0.20886752136752137,0.07487552661815397,0.7966032676082148,0.9542548262548263,0.5564805702582653,0.16739269326828135,0.5518958253542704,0.6246026156407786,0.5572200772200773,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 500}",0.092388384
0.5647056690656844,0.8287895310796074,0.19609804902451225,0.07506702412868632,0.7946397893603027,0.9503629343629344,0.4665265845679177,0.15894983677410457,0.6620068939103791,0.5385585636141594,0.434996138996139,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 500}",0.05998676
0.5691421207277201,0.8274064420033513,0.18591968269707487,0.07181156644963615,0.7932694084651478,0.9492818532818533,0.4819533473415432,0.16237980199895788,0.6564534661049406,0.5540135349501957,0.4538069498069498,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 500}",0.0633186
0.5721691418397661,0.8318216879006304,0.19802523313219966,0.06913060130218307,0.795445237842216,0.9548416988416989,0.6710375827858606,0.17966648735879506,0.3837610111068556,0.7140303292114217,0.7173745173745174,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 300}",0.18732199
0.5634165995069863,0.8289225204138628,0.2119047619047619,0.08521639218690157,0.7963846202323132,0.9488803088803088,0.568556001808655,0.16443956312160596,0.5160857908847185,0.6350678273690141,0.577019305019305,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 500}",0.104391895
0.570346183136685,0.8367156954012288,0.22127659574468084,0.06970509383378017,0.7984626037311732,0.9604324324324325,0.5263185892491422,0.16325111027877362,0.5842589046342398,0.5975157335980043,0.516972972972973,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 300}",0.111137256
0.5655892873778742,0.8261031465276485,0.19136960600375236,0.07813098429720414,0.7935295578551586,0.9467490347490347,0.5481554379338777,0.1629425919559986,0.5446189199540405,0.6174038526278197,0.5487258687258687,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 500}",0.09299971
0.5641985777428136,0.8294012820171822,0.19653767820773932,0.07391803906549214,0.7948144863359131,0.9512586872586872,0.4912891986062718,0.16034786007426227,0.6284948295672156,0.5639039461529484,0.46915830115830115,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 500}",0.065339416
0.5666809621899626,0.8209697582253903,0.1865392604902368,0.08598238222903103,0.7916693843929696,0.9395212355212356,0.5080724525893023,0.16169648774022533,0.6074301034086557,0.5803026334825572,0.492046332046332,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 300}",0.06388935
0.5567322450754086,0.8140011171104078,0.18787451533309835,0.10206817311374952,0.789782482424103,0.9288339768339768,0.47346862781604915,0.1561762763046145,0.6338567598621218,0.5464434686580518,0.4475984555984556,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.15, 'max_depth': 9, 'n_estimators': 500}",0.019055191
0.5649534003007768,0.8197728542170918,0.1892,0.09057832248180774,0.7916432994134022,0.9373899613899613,0.519456339601564,0.1618134906008109,0.5884718498659517,0.5911968113321017,0.5083243243243243,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.15, 'max_depth': 9, 'n_estimators': 300}",0.04753332
0.5639749944177367,0.8266617017315211,0.1952941176470588,0.07947146687093068,0.794084001411083,0.9471814671814672,0.6268851238130702,0.16969242310577645,0.4331673688242053,0.6817138260536523,0.6581312741312741,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 300}",0.11806781
0.5621224401071203,0.8210495518259435,0.1814720812182741,0.08215243201838376,0.7911224573512188,0.9402316602316603,0.49378939809027317,0.15928155531431956,0.618153963998468,0.5665771433766629,0.4737297297297297,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.15, 'max_depth': 9, 'n_estimators': 300}",0.03998376
0.5618573010828851,0.8295608692182886,0.18220793140407288,0.06510915358100344,0.7934107151279285,0.9528648648648649,0.49352341942176237,0.15849560146288424,0.6141325162772884,0.5664312042169043,0.47406949806949805,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 500}",0.06654733
0.5601196837259649,0.8290821076149693,0.18547544409613376,0.06798161623898889,0.7936201127565979,0.9518455598455599,0.4658616378966407,0.15719295007843498,0.652432018383761,0.5382518738137747,0.4357683397683398,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 500}",0.06424253
0.559990834736909,0.8251722211878607,0.1871236683649838,0.07736499425507469,0.7928451584922347,0.9457915057915058,0.5105460542064526,0.15893799813683884,0.588088854844887,0.5830090846780283,0.49803861003861005,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 300}",0.06935898
0.5624856465591817,0.8314227198978642,0.1970684039087948,0.0695135963232478,0.7952737321199522,0.9543166023166023,0.5431550389658749,0.16383577052868392,0.5578322481807737,0.6129017734008549,0.5407876447876447,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 500}",0.0906656
0.5741182227256529,0.831688698566375,0.20332618025751073,0.0725775564917656,0.7959572077575625,0.9541312741312741,0.5515067691571136,0.16655207975249225,0.5566832631175794,0.6202415683429654,0.5506718146718147,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 300}",0.11700857
0.5588582785334988,0.8253318083889672,0.17807563427477263,0.07123707391803906,0.7919370484581041,0.946965250965251,0.5266111657845041,0.16021830757592131,0.5677901187284565,0.5980296248856445,0.519969111969112,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 500}",0.08278459
0.5590209257241046,0.8221134664999867,0.20538585209003216,0.09785522788203753,0.7941771777421066,0.9389343629343629,0.4541585764821661,0.15590140338251168,0.6637303715051704,0.5260122846830638,0.42035521235521234,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.15, 'max_depth': 9, 'n_estimators': 300}",0.032927923
