lstm_name,auc,accuracy,precision,recall,f1-score,specificity,opt_accuracy,opt_precision,opt_recall,opt_f1-score,opt_specificity
1111,0.5592062893993189,0.831688698566375,0.1920935412026726,0.06606664113366527,0.7948351734862955,0.9551814671814672,0.4934702236880602,0.15938886150813208,0.6193029490616622,0.5662421162995791,0.47317374517374516
1111,0.5569338128411281,0.829002314014416,0.18616744669786792,0.06855610877058599,0.793670625794042,0.9516602316602316,0.43466234008032556,0.15527843474521608,0.6914975105323631,0.5045501701756026,0.39323552123552125
1111,0.5597650273789685,0.8263425273293082,0.18866126727012864,0.07583301417081578,0.7932982312636173,0.9473976833976834,0.5215841689496502,0.16012567229351934,0.5758330141708158,0.5933537442981008,0.5128339768339768
1111,0.5687837024527947,0.8308375668271405,0.20670103092783504,0.0767905017234776,0.7961584322640216,0.9524633204633205,0.5448573024443439,0.16510815682739974,0.5612792033703562,0.6143696004283449,0.5422084942084943
1111,0.5561472002176713,0.829321488416629,0.19654647028948705,0.07410953657602451,0.7947987815822526,0.9511351351351351,0.4613931962656595,0.15528947609872465,0.6482190731520491,0.5339396227355543,0.43125868725868727
1111,0.5579956258715355,0.8297736521530973,0.1812770562770563,0.06415166602834163,0.7933707144496871,0.9532664092664093,0.5571721147963933,0.1630197581834267,0.5292991191114516,0.6253134218217477,0.5616679536679536
1111,0.5628230282041082,0.832380243104503,0.1917808219178082,0.064343163538874,0.7949425777880887,0.9562625482625483,0.5816687501662366,0.16562698917886695,0.49827652240520875,0.6460429407856734,0.5951196911196911
1111,0.5572885727002924,0.8293746841503311,0.18555614127569847,0.0674071237073918,0.7936954979785427,0.9522779922779923,0.5897545016889646,0.1643637320700092,0.478360781309843,0.6526062532373167,0.6077220077220077
1111,0.5614841456327477,0.8235497513099449,0.1802536231884058,0.0762160091918805,0.7916850539158025,0.9440926640926641,0.448014469239567,0.1569554269558687,0.680390654921486,0.5190005236921027,0.41053281853281853
1111,0.5618014932369586,0.8304651966912253,0.19394261424017004,0.06989659134431253,0.7947692256696569,0.9531428571428572,0.567226108466101,0.16336603497654012,0.5134048257372654,0.6339418962466239,0.5759073359073359
1111,0.5619698040218913,0.8294012820171822,0.19467213114754098,0.07276905400229797,0.7946214441310337,0.9514440154440155,0.6336409819932441,0.1698069498069498,0.42110302566066643,0.6867159637100736,0.6679227799227799
1111,0.5650210351512535,0.8271138654679895,0.20875113947128532,0.08770585982382229,0.7956804777219972,0.9463783783783783,0.5284996143309306,0.16156968876860622,0.5716200689391038,0.5996759707621353,0.5215444015444015
1111,0.5649893012780796,0.8304385988243743,0.1928609483217901,0.06932209881271544,0.7946551596585932,0.9532046332046332,0.6348644838683938,0.17148153869921212,0.42512447338184606,0.687753654956902,0.6686949806949807
1111,0.5608688101572054,0.8296140649519909,0.19262720664589825,0.07104557640750671,0.7944574676439804,0.9519691119691119,0.5261324041811847,0.16002591512795594,0.5675986212179241,0.597600666721228,0.5194440154440154
1111,0.5636741407381008,0.8284171609436923,0.18599897802759324,0.06970509383378017,0.7935176746035546,0.9507953667953668,0.5678378594036758,0.16502612711143516,0.5201072386058981,0.6344560714616011,0.5755366795366795
1111,0.5627685748888354,0.8348538447216534,0.2060750446694461,0.06625813864419762,0.7967443502709008,0.9588262548262548,0.544192355773067,0.16259840289969985,0.5497893527384144,0.6138891695508049,0.5432895752895753
1111,0.5666122892603169,0.8276990185387132,0.20180436847103514,0.0813864419762543,0.795021764063026,0.9480772200772201,0.5116631646141979,0.16062202934490596,0.5953657602451168,0.5838948647557786,0.49816216216216214
1111,0.5664583932841305,0.830358805223821,0.1925531914893617,0.06932209881271544,0.7946076855913727,0.9531119691119692,0.5332074367635715,0.16401395399542135,0.5762160091918805,0.6038433653453898,0.5262702702702703
1111,0.5600599276302072,0.8282043780088837,0.1852417302798982,0.06970509383378017,0.7933910927411173,0.9505482625482625,0.5864829640662819,0.16682800903517264,0.49502106472615853,0.6500194347728693,0.6012355212355213
1111,0.5583817587900315,0.8320610687022901,0.1956521739130435,0.06721562619685945,0.7952557956741158,0.9554285714285714,0.5863233768651754,0.16459970131809623,0.4854461891995404,0.6498325616134668,0.6025945945945946
1111,0.5679449315267009,0.8269010825331808,0.18293885601577908,0.07104557640750671,0.7928401988892883,0.9488185328185328,0.6432694097933346,0.1740168762935838,0.41861355802374567,0.6940818035951457,0.6795057915057915
1111,0.5632335929517086,0.828629943878501,0.1880429228410833,0.07047108387590961,0.793773737012975,0.9509189189189189,0.5262919913822911,0.16128511462705844,0.5739180390654921,0.597650762462955,0.5186100386100386
1111,0.5582336594952451,0.8302790116232678,0.20236260914227017,0.07545001914975105,0.7955978901004189,0.952030888030888,0.5631034391041838,0.16236740597878496,0.5158942933741861,0.6304343932753876,0.5707181467181467
1111,0.55473410829443,0.831688698566375,0.19715224534501644,0.0689391037916507,0.7953330669772186,0.9547181467181467,0.46923956698672764,0.1551102579708788,0.6344312523937189,0.5422561537439102,0.4425945945945946
1111,0.5715692089748007,0.832726015373567,0.21239892183288409,0.07545001914975105,0.7970684785124003,0.9548725868725869,0.49517248716652923,0.16203203301562347,0.6315587897357334,0.5675340715690507,0.47317374517374516
1111,0.5580552784551253,0.8256509827911801,0.19214780600461895,0.07966296438146304,0.7935052716095362,0.945976833976834,0.5698858951512089,0.16325275266039244,0.5082343929528916,0.636192613689022,0.5798301158301158
1111,0.5709668391376549,0.8304120009575232,0.2100502512562814,0.08004595940252776,0.796443525667738,0.9514440154440155,0.6321515014495838,0.17482623148987608,0.4431252393718882,0.6860273610746798,0.6626409266409267
1111,0.5528292773815562,0.8331781791100353,0.18449519230769232,0.05878973573343547,0.794424390059835,0.9580849420849421,0.46578184429608743,0.15519881223031595,0.6405591727307545,0.5386090516754501,0.4375907335907336
1111,0.5604745737147115,0.8278054100061175,0.16878306878306878,0.06108770585982382,0.7916821745792888,0.9514749034749035,0.42152299385589276,0.15593121538909938,0.7171581769436998,0.4891523903652776,0.37383783783783786
1111,0.5661942509341973,0.826608505997819,0.19738684087727484,0.08100344695518959,0.7943000509580583,0.9468725868725869,0.44112562172513764,0.1568286533947666,0.6909230180007659,0.5113637946371593,0.4008339768339768
1112,0.5596045480289065,0.8265287123972658,0.1907706945765937,0.0767905017234776,0.7935668704825529,0.9474594594594594,0.5239779769662473,0.16042436907249638,0.5733435465338951,0.5955660438724559,0.516015444015444
1112,0.5643871207203264,0.8296938585525441,0.20607267297162768,0.07927996936039831,0.7958828815721761,0.9507335907335908,0.5041891640290449,0.15984790874524715,0.6037916507085408,0.5767556214803856,0.48812355212355213
