label,encoding,r_square,mse
a0b0c1e2f1g0,1,0.015410980334365054,0.3240323912005216
a0b0c1e2f1g1,0,0.03057875298429147,0.41105222348222303
a0b0c1e2f1g1,1,0.016545618718846855,0.41700252739808313
a0b0c1e2f1g2,0,0.030083363360770998,0.2543367699888104
a0b0c1e2f1g2,1,0.01931328831714685,0.2571609571360934
a0b0c1e3f0g0,0,0.031327359478137695,0.35345034210878234
a0b0c1e3f0g0,1,0.018015033631525013,0.35830775825528766
a0b0c1e3f0g1,0,0.033794832418684306,0.4518254932822106
a0b0c1e3f0g1,1,0.019231458344374563,0.45863574838719023
a0b0c1e3f0g2,0,0.04172151600048646,0.2796817719241724
a0b0c1e3f0g2,1,0.022320279303904456,0.2853441887971605
a0b0c1e3f1g0,0,0.02763667248495827,0.345817504237479
a0b0c1e3f1g0,1,0.016528199961529877,0.34976819235501616
a0b0c1e3f1g1,0,0.029889489253369095,0.4471529239667207
a0b0c1e3f1g1,1,0.017574868421996293,0.4528291007025565
a0b0c1e3f1g2,0,0.04278561280961146,0.28440753363782806
a0b0c1e3f1g2,1,0.023676806539161377,0.29008514205540903
a0b0c1e4f0g0,0,0.0280605662564386,0.33847778705472265
a0b0c1e4f0g0,1,0.015419969758913799,0.3428798732146126
a0b0c1e4f0g1,0,0.030364942800103156,0.44526490148791975
a0b0c1e4f0g1,1,0.016982105215127774,0.4514104175917939
a0b0c1e4f0g2,0,0.0440258729012708,0.27923063506337775
a0b0c1e4f0g2,1,0.023713948741957425,0.28516354822660034
a0b0c1e4f1g0,0,0.03226224880622097,0.3322425844666244
a0b0c1e4f1g0,1,0.01674630764416929,0.33756949910414163
a0b0c1e4f1g1,0,0.03517201968243078,0.4348579191911809
a0b0c1e4f1g1,1,0.018480285580902978,0.4423810558612987
a0b0c1e4f1g2,0,0.04476754463229349,0.2736497114808521
a0b0c1e4f1g2,1,0.026322527304267762,0.27893373804602006
a0b0c1e5f0g0,0,0.0325571029752143,0.31414758748585997
a0b0c1e5f0g0,1,0.017871413742365894,0.3189163173584492
a0b0c1e5f0g1,0,0.034490382210851656,0.41154333910553287
a0b0c1e5f0g1,1,0.018946758171729194,0.41816872617677636
a0b0c1e5f0g2,0,0.0462204247597785,0.2824754577202402
a0b0c1e5f0g2,1,0.02775477435454521,0.28794432409747045
a0b0c1e5f1g0,0,0.031074870697632484,0.3419714444830889
a0b0c1e5f1g0,1,0.01834448522951393,0.34646449371434745
a0b0c1e5f1g1,0,0.03203926771097987,0.44557672482640737
a0b0c1e5f1g1,1,0.01884968201396464,0.451648223597639
a0b0c1e5f1g2,0,0.042586474066479196,0.2794370805560636
a0b0c1e5f1g2,1,0.02544119609212392,0.28444121543895506
a0b0c1e6f0g0,0,0.033514078808277836,0.3151707738321675
a0b0c1e6f0g0,1,0.018311378977311832,0.3201283697629552
a0b0c1e6f0g1,0,0.03622369479760812,0.4176845354470082
a0b0c1e6f0g1,1,0.019910439248614353,0.42475442762928056
a0b0c1e6f0g2,0,0.04375091756116001,0.2633605968077738
a0b0c1e6f0g2,1,0.02767551885622277,0.267787922987327
a0b0c1e6f1g0,0,0.030479998220088622,0.3203161696438434
a0b0c1e6f1g0,1,0.015829683189972243,0.3251564336774964
a0b0c1e6f1g1,0,0.032666923249272006,0.41896858444561963
a0b0c1e6f1g1,1,0.017085267177083807,0.4257172675463893
a0b0c1e6f1g2,0,0.041357120387361834,0.3023868975475312
a0b0c1e6f1g2,1,0.0235500953489981,0.3080038078385436
a0b0c1e7f0g0,0,0.03347962585547737,0.32923141065417993
a0b0c1e7f0g0,1,0.01614820176540044,0.3351351136225445
a0b0c1e7f0g1,0,0.03655410684960281,0.4302567173438809
a0b0c1e7f0g1,1,0.01785182431016008,0.43860880307019606
a0b0c1e7f0g2,0,0.04803632250735412,0.267609211304745
a0b0c1e7f0g2,1,0.02961790825060584,0.27278686401279234
a0b0c1e7f1g0,0,0.03076331864368731,0.3602082653402447
a0b0c1e7f1g0,1,0.016754884830133432,0.36541437623263556
a0b0c1e7f1g1,0,0.03268646384535223,0.4649854264264636
a0b0c1e7f1g1,1,0.017820905795641773,0.47213126651910853
a0b0c1e7f1g2,0,0.042912729093227964,0.25767435681338774
a0b0c1e7f1g2,1,0.024761874667537764,0.2625610686963303
a0b1c0e0f0g0,0,1.0,0.0
a0b1c0e0f0g0,1,1.0,0.0
a0b1c0e0f0g1,0,1.0,0.0
a0b1c0e0f0g1,1,1.0,0.0
a0b1c0e0f0g2,0,1.0,0.0
a0b1c0e0f0g2,1,1.0,0.0
a0b1c0e0f1g0,0,1.0,0.0
a0b1c0e0f1g0,1,1.0,0.0
a0b1c0e0f1g1,0,1.0,0.0
a0b1c0e0f1g1,1,1.0,0.0
a0b1c0e0f1g2,0,1.0,0.0
a0b1c0e0f1g2,1,1.0,0.0
a0b1c0e1f0g0,0,0.007269789987667141,0.13432020681873905
a0b1c0e1f0g0,1,0.005270432524937307,0.13459072755558169
a0b1c0e1f0g1,0,0.008459266635944096,0.16800954863782372
a0b1c0e1f0g1,1,0.005742263385462132,0.16846992557888213
a0b1c0e1f0g2,0,0.0183023361497755,0.10831221336307431
a0b1c0e1f0g2,1,0.012209831919453129,0.10898440872668759
a0b1c0e1f1g0,0,0.008561277024185077,0.1267748941176367
a0b1c0e1f1g0,1,0.005826549530396741,0.12712458268681523
a0b1c0e1f1g1,0,0.00948425776717432,0.15960611948694836
a0b1c0e1f1g1,1,0.006168598153843519,0.16014038617435145
a0b1c0e1f1g2,0,0.016329666456511127,0.10911383357245502
a0b1c0e1f1g2,1,0.011462762497141954,0.10965369589271301
a0b1c0e2f0g0,0,0.011931817613016538,0.18197923716977707
a0b1c0e2f0g0,1,0.008044671256447478,0.18269515935140912
a0b1c0e2f0g1,0,0.013449176528012807,0.2375987033212839
a0b1c0e2f0g1,1,0.008716147385691708,0.23873859551968038
a0b1c0e2f0g2,0,0.024986727960816357,0.17563430305743113
a0b1c0e2f0g2,1,0.015420233665260574,0.17735756632623648
a0b1c0e2f1g0,0,0.012944726568367648,0.1805483642450876
a0b1c0e2f1g0,1,0.008345688054506084,0.1813896027280056
a0b1c0e2f1g1,0,0.014841034910249462,0.2377769577355581
a0b1c0e2f1g1,1,0.009323679544081864,0.23910862096981975
a0b1c0e2f1g2,0,0.024266498934966574,0.1685459983766732
a0b1c0e2f1g2,1,0.015181300721027524,0.17011535497019686
a0b1c0e3f0g0,0,0.015836372989133318,0.1932144909379081
a0b1c0e3f0g0,1,0.00994830389764434,0.19437045752811286
a0b1c0e3f0g1,0,0.01747429804230327,0.26029010649762696
a0b1c0e3f0g1,1,0.010787447024418029,0.26206158296904253
a0b1c0e3f0g2,0,0.028751705683839113,0.20632578081644642
a0b1c0e3f0g2,1,0.017972805078388943,0.20861558157777307
a0b1c0e3f1g0,0,0.017422026978059946,0.19586453510579013
a0b1c0e3f1g0,1,0.010954117378969341,0.1971538313667637
a0b1c0e3f1g1,0,0.019359915374112968,0.26073559244883016
a0b1c0e3f1g1,1,0.011806456322238423,0.2627439293012645
a0b1c0e3f1g2,0,0.02782312045788693,0.2057608002915795
a0b1c0e3f1g2,1,0.018250256562774125,0.20778689263916597
a0b1c0e4f0g0,0,0.017675341223066243,0.20465594699199627
a0b1c0e4f0g0,1,0.010022368971130624,0.20625035498077
a0b1c0e4f0g1,0,0.019669612035130624,0.2758827654096701
a0b1c0e4f0g1,1,0.010988404255530049,0.27832581485374996
a0b1c0e4f0g2,0,0.03652042141421319,0.2173726734078852
a0b1c0e4f0g2,1,0.021575790032624886,0.22074436342468817
a0b1c0e4f1g0,0,0.016262095237434604,0.20219428315956514
a0b1c0e4f1g0,1,0.010023038848826271,0.20347663847796804
a0b1c0e4f1g1,0,0.017930331700873547,0.27219258721352435
a0b1c0e4f1g1,1,0.010868535102187882,0.2741498502760329
a0b1c0e4f1g2,0,0.03714639411486376,0.22142772062327926
a0b1c0e4f1g2,1,0.022518552526324065,0.22479168955977316
a0b1c0e5f0g0,0,0.01945145754158717,0.2056651556445993
a0b1c0e5f0g0,1,0.012949322188521073,0.2070289460348821
a0b1c0e5f0g1,0,0.021045008895868578,0.27961091293828255
a0b1c0e5f0g1,1,0.013622534263931008,0.28173093370221625
a0b1c0e5f0g2,0,0.03445138733551911,0.23036754228907647
a0b1c0e5f0g2,1,0.020681739719578762,0.23365280399197227
a0b1c0e5f1g0,0,0.018013626106167635,0.2074238448021023
a0b1c0e5f1g0,1,0.010502596197135006,0.20901039095342758
a0b1c0e5f1g1,0,0.020126058162054594,0.2752360605215989
a0b1c0e5f1g1,1,0.011720172853042943,0.2775971833751254
a0b1c0e5f1g2,0,0.035532790420394145,0.2249757258939029
a0b1c0e5f1g2,1,0.021060413879932738,0.22835161403738827
a0b1c0e6f0g0,0,0.01874043153431104,0.19671703005456215
a0b1c0e6f0g0,1,0.010579875744318512,0.19835300931039962
a0b1c0e6f0g1,0,0.020632060243263917,0.26767396743837807
a0b1c0e6f0g1,1,0.01171700346534088,0.2701105681487075
a0b1c0e6f0g2,0,0.035084878492293026,0.2171439511962081
a0b1c0e6f0g2,1,0.02032112150376364,0.22046637868804872
a0b1c0e6f1g0,0,0.019493131352298132,0.22129561949372709
a0b1c0e6f1g0,1,0.01038072386083777,0.22335224543422985
a0b1c0e6f1g1,0,0.020953647702889988,0.2956873628475198
a0b1c0e6f1g1,1,0.011295227356187043,0.2986043573645708
a0b1c0e6f1g2,0,0.033995640757844,0.22657710475194667
a0b1c0e6f1g2,1,0.01719737979345759,0.23051715046474683
a0b1c0e7f0g0,0,0.017355422621176175,0.21896368978204325
a0b1c0e7f0g0,1,0.009820613324732164,0.22064267899475978
a0b1c0e7f0g1,0,0.018157265086400476,0.30171582614427367
a0b1c0e7f0g1,1,0.01011277047510184,0.3041878629086693
a0b1c0e7f0g2,0,0.03811031317694269,0.21698804793359744
a0b1c0e7f0g2,1,0.021982105006876362,0.22062633250555078
a0b1c0e7f1g0,0,0.01860945323226182,0.19932162182416918
a0b1c0e7f1g0,1,0.009323654261069958,0.2012075789662744
a0b1c0e7f1g1,0,0.020039329545662565,0.2729844580719042
a0b1c0e7f1g1,1,0.010257637343860204,0.2757093122678355
a0b1c0e7f1g2,0,0.033851863021670314,0.2312828287959416
a0b1c0e7f1g2,1,0.018315430635771013,0.23500204109277
a0b1c1e0f0g0,0,1.0,0.0
a0b1c1e0f0g0,1,1.0,0.0
a0b1c1e0f0g1,0,1.0,0.0
a0b1c1e0f0g1,1,1.0,0.0
a0b1c1e0f0g2,0,1.0,0.0
a0b1c1e0f0g2,1,1.0,0.0
a0b1c1e0f1g0,0,1.0,0.0
a0b1c1e0f1g0,1,1.0,0.0
a0b1c1e0f1g1,0,1.0,0.0
a0b1c1e0f1g1,1,1.0,0.0
a0b1c1e0f1g2,0,1.0,0.0
a0b1c1e0f1g2,1,1.0,0.0
a0b1c1e1f0g0,0,0.007269789987667141,0.13432020681873905
a0b1c1e1f0g0,1,0.005270432524937307,0.13459072755558169
a0b1c1e1f0g1,0,0.008459266635944096,0.16800954863782372
a0b1c1e1f0g1,1,0.005742263385462132,0.16846992557888213
a0b1c1e1f0g2,0,0.0183023361497755,0.10831221336307431
a0b1c1e1f0g2,1,0.012209831919453129,0.10898440872668759
a0b1c1e1f1g0,0,0.008561277024185077,0.1267748941176367
a0b1c1e1f1g0,1,0.005826549530396741,0.12712458268681523
a0b1c1e1f1g1,0,0.00948425776717432,0.15960611948694836
a0b1c1e1f1g1,1,0.006168598153843519,0.16014038617435145
a0b1c1e1f1g2,0,0.016329666456511127,0.10911383357245502
a0b1c1e1f1g2,1,0.011462762497141954,0.10965369589271301
a0b1c1e2f0g0,0,0.011931817613016538,0.18197923716977707
a0b1c1e2f0g0,1,0.008044671256447478,0.18269515935140912
a0b1c1e2f0g1,0,0.013449176528012807,0.2375987033212839
a0b1c1e2f0g1,1,0.008716147385691708,0.23873859551968038
a0b1c1e2f0g2,0,0.024986727960816357,0.17563430305743113
a0b1c1e2f0g2,1,0.015420233665260574,0.17735756632623648
a0b1c1e2f1g0,0,0.012944726568367648,0.1805483642450876
a0b1c1e2f1g0,1,0.008345688054506084,0.1813896027280056
a0b1c1e2f1g1,0,0.014841034910249462,0.2377769577355581
a0b1c1e2f1g1,1,0.009323679544081864,0.23910862096981975
a0b1c1e2f1g2,0,0.024266498934966574,0.1685459983766732
a0b1c1e2f1g2,1,0.015181300721027524,0.17011535497019686
a0b1c1e3f0g0,0,0.015836372989133318,0.1932144909379081
a0b1c1e3f0g0,1,0.00994830389764434,0.19437045752811286
a0b1c1e3f0g1,0,0.01747429804230327,0.26029010649762696
a0b1c1e3f0g1,1,0.010787447024418029,0.26206158296904253
a0b1c1e3f0g2,0,0.028751705683839113,0.20632578081644642
a0b1c1e3f0g2,1,0.017972805078388943,0.20861558157777307
a0b1c1e3f1g0,0,0.017422026978059946,0.19586453510579013
a0b1c1e3f1g0,1,0.010954117378969341,0.1971538313667637
a0b1c1e3f1g1,0,0.019359915374112968,0.26073559244883016
a0b1c1e3f1g1,1,0.011806456322238423,0.2627439293012645
a0b1c1e3f1g2,0,0.02782312045788693,0.2057608002915795
a0b1c1e3f1g2,1,0.018250256562774125,0.20778689263916597
a0b1c1e4f0g0,0,0.017675341223066243,0.20465594699199627
a0b1c1e4f0g0,1,0.010022368971130624,0.20625035498077
a0b1c1e4f0g1,0,0.019669612035130624,0.2758827654096701
a0b1c1e4f0g1,1,0.010988404255530049,0.27832581485374996
a0b1c1e4f0g2,0,0.03652042141421319,0.2173726734078852
a0b1c1e4f0g2,1,0.021575790032624886,0.22074436342468817
a0b1c1e4f1g0,0,0.016262095237434604,0.20219428315956514
a0b1c1e4f1g0,1,0.010023038848826271,0.20347663847796804
a0b1c1e4f1g1,0,0.017930331700873547,0.27219258721352435
a0b1c1e4f1g1,1,0.010868535102187882,0.2741498502760329
a0b1c1e4f1g2,0,0.03714639411486376,0.22142772062327926
a0b1c1e4f1g2,1,0.022518552526324065,0.22479168955977316
a0b1c1e5f0g0,0,0.01945145754158717,0.2056651556445993
a0b1c1e5f0g0,1,0.012949322188521073,0.2070289460348821
a0b1c1e5f0g1,0,0.021045008895868578,0.27961091293828255
a0b1c1e5f0g1,1,0.013622534263931008,0.28173093370221625
a0b1c1e5f0g2,0,0.03445138733551911,0.23036754228907647
a0b1c1e5f0g2,1,0.020681739719578762,0.23365280399197227
a0b1c1e5f1g0,0,0.018013626106167635,0.2074238448021023
a0b1c1e5f1g0,1,0.010502596197135006,0.20901039095342758
a0b1c1e5f1g1,0,0.020126058162054594,0.2752360605215989
a0b1c1e5f1g1,1,0.011720172853042943,0.2775971833751254
a0b1c1e5f1g2,0,0.035532790420394145,0.2249757258939029
a0b1c1e5f1g2,1,0.021060413879932738,0.22835161403738827
a0b1c1e6f0g0,0,0.01874043153431104,0.19671703005456215
a0b1c1e6f0g0,1,0.010579875744318512,0.19835300931039962
a0b1c1e6f0g1,0,0.020632060243263917,0.26767396743837807
a0b1c1e6f0g1,1,0.01171700346534088,0.2701105681487075
a0b1c1e6f0g2,0,0.035084878492293026,0.2171439511962081
a0b1c1e6f0g2,1,0.02032112150376364,0.22046637868804872
a0b1c1e6f1g0,0,0.019493131352298132,0.22129561949372709
a0b1c1e6f1g0,1,0.01038072386083777,0.22335224543422985
a0b1c1e6f1g1,0,0.020953647702889988,0.2956873628475198
a0b1c1e6f1g1,1,0.011295227356187043,0.2986043573645708
a0b1c1e6f1g2,0,0.033995640757844,0.22657710475194667
a0b1c1e6f1g2,1,0.01719737979345759,0.23051715046474683
a0b1c1e7f0g0,0,0.017355422621176175,0.21896368978204325
a0b1c1e7f0g0,1,0.009820613324732164,0.22064267899475978
a0b1c1e7f0g1,0,0.018157265086400476,0.30171582614427367
a0b1c1e7f0g1,1,0.01011277047510184,0.3041878629086693
a0b1c1e7f0g2,0,0.03811031317694269,0.21698804793359744
a0b1c1e7f0g2,1,0.021982105006876362,0.22062633250555078
a0b1c1e7f1g0,0,0.01860945323226182,0.19932162182416918
a0b1c1e7f1g0,1,0.009323654261069958,0.2012075789662744
a0b1c1e7f1g1,0,0.020039329545662565,0.2729844580719042
a0b1c1e7f1g1,1,0.010257637343860204,0.2757093122678355
a0b1c1e7f1g2,0,0.033851863021670314,0.2312828287959416
a0b1c1e7f1g2,1,0.018315430635771013,0.23500204109277
a1b0c0e0f0g0,0,0.014406273239053413,0.23397902289753286
a1b0c0e0f0g0,1,0.008350374812345018,0.23541668748302555
a1b0c0e0f0g1,0,0.014788806776122598,0.27841072222942376
a1b0c0e0f0g1,1,0.00797927862889436,0.28033502603611077
a1b0c0e0f0g2,0,0.010626831639193202,0.1368921576024791
a1b0c0e0f0g2,1,0.007223472661120445,0.137363054902409
a1b0c0e0f1g0,0,0.01598090121692708,0.23348527736746877
a1b0c0e0f1g0,1,0.008410721445998637,0.235281508279778
a1b0c0e0f1g1,0,0.016632700739556472,0.27848243644524573
a1b0c0e0f1g1,1,0.008323331551767454,0.2808355891059849
a1b0c0e0f1g2,0,0.012180487511519789,0.1337424692422892
a1b0c0e0f1g2,1,0.010076638698293783,0.13402731270978102
a1b0c0e1f0g0,0,0.014406273239053413,0.23397902289753286
a1b0c0e1f0g0,1,0.008350374812345018,0.23541668748302555
a1b0c0e1f0g1,0,0.014788806776122598,0.27841072222942376
a1b0c0e1f0g1,1,0.00797927862889436,0.28033502603611077
a1b0c0e1f0g2,0,0.010626831639193202,0.1368921576024791
a1b0c0e1f0g2,1,0.007223472661120445,0.137363054902409
a1b0c0e1f1g0,0,0.01598090121692708,0.23348527736746877
a1b0c0e1f1g0,1,0.008410721445998637,0.235281508279778
a1b0c0e1f1g1,0,0.016632700739556472,0.27848243644524573
a1b0c0e1f1g1,1,0.008323331551767454,0.2808355891059849
a1b0c0e1f1g2,0,0.012180487511519789,0.1337424692422892
a1b0c0e1f1g2,1,0.010076638698293783,0.13402731270978102
a1b0c0e2f0g0,0,0.027040252573783508,0.3146192655693072
a1b0c0e2f0g0,1,0.014147276414999133,0.31878837811564814
a1b0c0e2f0g1,0,0.028385017928381884,0.40826077460513227
a1b0c0e2f0g1,1,0.014442562437674278,0.4141192244886421
a1b0c0e2f0g2,0,0.02906491741590489,0.25785409486262995
a1b0c0e2f0g2,1,0.018978844247790172,0.260532683075305
a1b0c0e2f1g0,0,0.027744980331084412,0.329058484745797
a1b0c0e2f1g0,1,0.014213945817058482,0.33363804630542226
a1b0c0e2f1g1,0,0.03006057465702694,0.423003609278285
a1b0c0e2f1g1,1,0.015248625593537124,0.42946329918323634
a1b0c0e2f1g2,0,0.031434953642269226,0.259048904554049
a1b0c0e2f1g2,1,0.019987105970027952,0.26211070449216123
a1b0c0e3f0g0,0,0.02988379023317389,0.32416445832501734
a1b0c0e3f0g0,1,0.016659174004269972,0.3285834655668706
a1b0c0e3f0g1,0,0.03258368894470742,0.4241589492645894
a1b0c0e3f0g1,1,0.018031710509841536,0.4305391930253346
a1b0c0e3f0g2,0,0.0371163008098222,0.28393307929480877
a1b0c0e3f0g2,1,0.019911413016212465,0.28900641969331153
a1b0c0e3f1g0,0,0.02933513275965649,0.3491921257043827
a1b0c0e3f1g0,1,0.016864173371179292,0.35367849475451246
a1b0c0e3f1g1,0,0.030878035220264444,0.45349292070341807
a1b0c0e3f1g1,1,0.017500053653697556,0.4597530408474474
